route_id,service_id,trip_id,trip_headsign,shape_id,block_id
13,1758,2181735:566290:569182,Cataraqui North,1441,569182
10,1744,2193965:566291:568521,Collins Bay/Bath,1608,568521
13,1746,2204474:566292:568321,Cataraqui North,1441,568321
7,1746,2204037:566293:568249,Cataraqui Centre,1418,568249
15,1746,2203897:566294:568249,Cataraqui Centre,1842,568249
4,1746,2204404:566295:568516,Downtown via Princess St,1170,568516
701,1753,2182038:566297:568923,Express - Cataraqui Centre via Brock/Bath,1377,568923
701,1758,2182038:566297:569185,Express - Cataraqui Centre via Brock/Bath,1377,569185
502,1755,2199470:566298:568925,Express - Downtown via Bayridge/Front,1516,568925
502,1746,2203579:566299:568301,Express - Cataraqui Centre via Princess,1501,568301
702,1755,2182260:566300:568974,Express - King's Crossing via Division,1584,568974
22,1753,2192655:566301:568958,Innovation / Highway 15,1727,568958
22,1758,2192655:566301:569204,Innovation / Highway 15,1727,569204
7B,1746,2204072:566303:568389,Bus Terminal,1384,568389
1,1745,2183233:566304:568496,Montreal Street,1778,568496
1,1755,2181377:566305:568374,St. Lawrence College,1769,568374
32,1745,2183221:566306:568496,St. Lawrence College,1773,568496
15,1745,2183455:566307:568443,Centre 70 Park & Ride,1841,568443
501,1746,2203828:566308:568944,Express - Cataraqui Centre via Front/Bayridge,1506,568944
19,1744,2193493:566310:568984,Cataraqui Centre,1300,568984
7,1746,2204021:566311:568249,Grant Timmins/Dalton via John Counter Blvd,1385,568249
7,1755,2181709:566312:568572,Cataraqui Centre,1418,568572
702,1755,2182217:566313:568990,Express - King's Crossing via Division,1584,568990
701,1744,2193150:566314:568885,Express - Cataraqui Centre via Brock/Bath,1377,568885
802,1746,2204136:566315:568997,Express - Montreal Street Park & Ride,1312,568997
602,1745,2183882:566316:568348,Express - Innovation / Highway 15 via CFB,1576,568348
502,1746,2203608:566317:568944,Express - Downtown via Bayridge/Front,1516,568944
31,1745,2183270:566318:568496,B - Kingston Centre,1779,568496
1,1746,2203720:566320:568239,Montreal Street,1778,568239
602,1755,2182346:566321:568504,A - Express - Innovation / Highway 15,1574,568504
502,1753,2199475:566322:568976,Express - Downtown via Bayridge/Front,1516,568976
502,1758,2199475:566322:569183,Express - Downtown via Bayridge/Front,1516,569183
14,1746,2204049:566323:569179,Cataraqui North,1390,569179
13,1753,2182414:566325:568906,Cataraqui North,1441,568906
13,1758,2182414:566325:569199,Cataraqui North,1441,569199
N1,1755,2199599:566326:568414,Princess / Midland,1829,568414
16,1745,2183497:566327:568950,St. Lawrence College,1853,568950
802,1744,2193265:566328:568886,Express - Montreal Street Park & Ride,1312,568886
601,1755,2181278:566329:568504,Express - Queen's/KGH via CFB Kingston,1832,568504
501,1746,2203834:566331:568345,Express - Cataraqui Centre via Front/Bayridge,1506,568345
7,1745,2183617:566332:568356,Cataraqui Centre,1442,568356
11,1759,2193393:566333:569189,Cataraqui Centre,1854,569189
16,1744,2193656:566334:568296,First Canada,1852,568296
7,1759,2193691:566335:569189,Cataraqui Centre,1418,569189
802,1745,2183723:566336:568995,Express - Montreal Street Park & Ride,1312,568995
19A,1755,2181117:566337:568361,Westbrook,1088,568361
2,1745,2183170:566338:568482,Division Street,1784,568482
31,1746,2203688:566339:568341,Providence Care Hospital,1763,568341
13,1759,2194575:566340:569205,Cataraqui North,1441,569205
6B,1745,2183463:566342:568320,B - Gardiners Centre,1419,568320
16,1745,2183518:566343:568940,St. Lawrence College,1853,568940
701,1744,2193191:566344:568952,Express - Cataraqui Centre via Downtown,1610,568952
16,1744,2193665:566345:568296,First Canada,1852,568296
601,1746,2204218:566347:568276,Express - Queen's/KGH via CFB Kingston,1832,568276
502,1745,2183114:566348:568564,Express - Downtown via Bayridge/Front,1516,568564
701,1746,2204167:566349:568991,Express - Cataraqui Centre via Brock/Bath,1377,568991
501,1744,2192888:566350:568411,Express - Downtown via Princess St,1117,568411
501,1744,2192879:566351:568435,Express - Downtown via Princess St,1117,568435
502,1753,2199449:566352:568465,Express - Downtown via Bayridge/Front,1516,568465
502,1758,2199449:566352:569213,Express - Downtown via Bayridge/Front,1516,569213
11,1760,2183290:566353:569176,Cataraqui Centre,1859,569176
1,1746,2203718:566354:568341,Montreal Street,1778,568341
19A,1755,2181099:566355:568429,Westbrook,1088,568429
1,1753,2181359:566356:568933,Montreal Street,1778,568933
1,1758,2181359:566356:569215,Montreal Street,1778,569215
22,1755,2192710:566357:568390,A - First Canada,1438,568390
19,1745,2183299:566358:568998,Woodhaven,826,568998
15,1746,2203919:566359:568249,Centre 70 Park & Ride,1841,568249
6,1744,2193348:566360:568411,Saint Lawrence College,1761,568411
602,1755,2182367:566361:568520,A - Express - Innovation / Highway 15,1574,568520
802,1753,2199606:566362:568970,Express - Montreal Street Park & Ride,1312,568970
802,1758,2199606:566362:569196,Express - Montreal Street Park & Ride,1312,569196
502,1744,2192935:566363:568890,Express - Downtown via Bayridge/Front,1516,568890
19A,1755,2181226:566364:568902,Westbrook,1088,568902
501,1746,2203480:566365:568562,Express - Cataraqui Centre via Front/Bayridge,1506,568562
16,1755,2192736:566366:568490,St. Lawrence College,1853,568490
502,1744,2192828:566367:568521,Express - Cataraqui Centre via Princess,1501,568521
19,1745,2183378:566368:568397,Woodhaven,826,568397
22,1744,2193634:566370:568552,First Canada via MacCauley,1443,568552
701,1746,2204266:566371:568905,Express - Cataraqui Centre via Downtown,1610,568905
7B,1745,2183638:566373:568382,Bus Terminal,1384,568382
31,1746,2203745:566374:568239,B - Kingston Centre,1779,568239
1,1745,2183245:566375:568496,Montreal Street,1778,568496
15,1744,2193460:566376:568528,Cataraqui Centre,1858,568528
501,1744,2192910:566377:568521,Express - Cataraqui Centre via Front/Bayridge,1506,568521
31,1744,2193012:566378:568497,Providence Care Hospital,1737,568497
6,1744,2193359:566379:568395,Saint Lawrence College,1761,568395
701,1746,2204380:566380:568921,Express - Cataraqui Centre via Downtown,1610,568921
15,1753,2181614:566381:568976,Cataraqui Centre,1858,568976
15,1758,2181614:566381:569183,Cataraqui Centre,1858,569183
7,1745,2184186:566382:568959,Cataraqui Centre,1569,568959
701,1744,2193107:566383:568911,Express - Cataraqui Centre via Downtown,1610,568911
801,1755,2182165:566384:568910,Express - Cataraqui Centre via Brock/Bath,1468,568910
502,1746,2203584:566385:568301,Express - Downtown via Bayridge/Front,1516,568301
501,1760,2183034:566386:569176,Express - Cataraqui Centre via Front/Bayridge,1506,569176
2,1745,2183178:566388:568482,Train Station,1820,568482
502,1755,2199501:566389:568951,Express - Downtown via Bayridge/Front,1516,568951
7,1753,2181719:566390:568933,Grant Timmins/Dalton via John Counter Blvd,1385,568933
7,1758,2181719:566390:569215,Grant Timmins/Dalton via John Counter Blvd,1385,569215
15,1755,2181605:566391:568487,Centre 70 Park & Ride,1841,568487
10,1746,2204108:566392:568409,Amherstview,1362,568409
16,1755,2192733:566393:568361,St. Lawrence College,1853,568361
501,1745,2183001:566395:568564,Express - Cataraqui Centre via Front/Bayridge,1506,568564
6,1759,2193345:566396:569177,Saint Lawrence College,1761,569177
1,1744,2193313:566397:568513,St. Lawrence College,1769,568513
14,1760,2183589:566398:569203,Cataraqui North,1390,569203
14,1746,2204052:566399:569179,Cataraqui North,1390,569179
501,1755,2199337:566400:568547,Express - Cataraqui Centre via Front/Bayridge,1506,568547
501,1744,2192810:566401:568402,Express - Downtown via Princess St,1117,568402
12,1755,2182395:566402:568260,CFB Kingston,1791,568260
7,1744,2193741:566403:568503,Grant Timmins/Dalton via John Counter Blvd,1385,568503
502,1755,2199527:566406:568303,Express - Cataraqui Centre via Princess,1501,568303
10,1753,2181683:566407:568976,Cataraqui Centre,1396,568976
10,1758,2181683:566407:569183,Cataraqui Centre,1396,569183
16,1746,2203976:566408:569194,First Canada,1849,569194
502,1745,2183131:566409:568932,Express - Cataraqui Centre via Princess,1501,568932
13,1753,2181732:566410:569003,Cataraqui North,1441,569003
13,1758,2181732:566410:569190,Cataraqui North,1441,569190
31,1744,2192995:566411:568383,Providence Care Hospital,1763,568383
502,1753,2199452:566412:568916,Express - Downtown via Bayridge/Front,1516,568916
502,1758,2199452:566412:569197,Express - Downtown via Bayridge/Front,1516,569197
701,1745,2183937:566413:568964,Express - Cataraqui Centre via Brock/Bath,1377,568964
501,1746,2203788:566414:568562,Express - Cataraqui Centre via Front/Bayridge,1506,568562
701,1745,2183752:566415:568978,Express - Cataraqui Centre via Brock/Bath,1377,568978
22,1755,2192652:566416:568390,Innovation / Highway 15,1727,568390
22,1744,2193620:566417:568267,Innovation / Highway 15,1727,568267
10,1744,2193822:566418:568533,Amherstview,1362,568533
22,1746,2203949:566419:569002,First Canada via MacCauley,1443,569002
502,1746,2203550:566420:568522,Express - Downtown via Bayridge/Front,1516,568522
13,1745,2194852:566421:568356,Cataraqui North,1441,568356
4,1745,2183309:566422:568506,Downtown via Princess St,1169,568506
22,1755,2192669:566423:568948,Innovation / Highway 15,1727,568948
19,1745,2183376:566424:568397,Cataraqui Centre,1300,568397
501,1755,2199348:566425:568429,Express - Cataraqui Centre via Front/Bayridge,1506,568429
801,1744,2193883:566426:568886,Express - Cataraqui Centre via Brock/Bath,1468,568886
602,1744,2193948:566427:568489,Express - Innovation / Highway 15 via CFB,1576,568489
702,1744,2193168:566428:568947,Express - King's Crossing via Division,1584,568947
22,1744,2193643:566429:568552,First Canada via MacCauley,1443,568552
502,1755,2199524:566430:568429,Express - Cataraqui Centre via Princess,1501,568429
7,1755,2181983:566431:568892,Cataraqui Centre,1394,568892
4,1744,2193559:566432:568411,Downtown via Princess St,1169,568411
501,1746,2203541:566433:569175,Express - Cataraqui Centre via Front/Bayridge,1506,569175
701,1745,2184010:566434:568953,Express - Cataraqui Centre via Downtown,1610,568953
32,1744,2192992:566435:568383,St. Lawrence College,1773,568383
501,1744,2192808:566436:568402,Express - Downtown via Princess St,1117,568402
32,1745,2183217:566437:568308,St. Lawrence College,1773,568308
702,1755,2182232:566439:568892,Express - King's Crossing via Division,1584,568892
7,1746,2204026:566441:568292,Grant Timmins/Dalton via John Counter Blvd,1385,568292
602,1745,2183912:566442:568351,Express - Innovation / Highway 15 via CFB,1576,568351
22,1745,2183586:566443:568318,A - Innovation / Highway 15,1725,568318
802,1746,2204125:566445:568935,Express - Montreal Street Park & Ride,1312,568935
6,1753,2181461:566446:568958,Saint Lawrence College,1761,568958
6,1758,2181461:566446:569204,Saint Lawrence College,1761,569204
2,1746,2203646:566447:568454,Division Street,1784,568454
1,1745,2183259:566448:568396,St. Lawrence College,1769,568396
2,1746,2203664:566449:568453,Train Station,1820,568453
1,1755,2181363:566450:568361,Montreal Street,1778,568361
90A,1754,2203436:566451:568384,Loyalist Link - Kingston,1693,568384
702,1745,2183940:566452:568964,Express - King's Crossing via Division,1584,568964
501,1746,2203537:566453:568562,Express - Cataraqui Centre via Front/Bayridge,1506,568562
1,1746,2203731:566455:568341,St. Lawrence College,1769,568341
32,1744,2193011:566457:568497,St. Lawrence College,1773,568497
701,1745,2184058:566458:568988,Express - Cataraqui Centre via Brock/Bath,1377,568988
7,1759,2193714:566459:569187,Grant Timmins/Dalton via John Counter Blvd,1385,569187
502,1746,2203571:566460:568493,Express - Cataraqui Centre via Princess,1501,568493
701,1745,2184008:566461:568975,Express - Cataraqui Centre via Brock/Bath,1377,568975
701,1755,2182027:566462:568559,Express - Cataraqui Centre via Brock/Bath,1377,568559
801,1744,2193257:566464:569000,Express - Cataraqui Centre via Brock/Bath,1468,569000
11,1753,2181499:566465:568916,Cataraqui Centre,1854,568916
11,1758,2181499:566465:569197,Cataraqui Centre,1854,569197
501,1744,2192853:566466:569000,Express - Cataraqui Centre via Front/Bayridge,1506,569000
2,1746,2203621:566467:568399,Division Street,1784,568399
801,1753,2182171:566468:568355,Express - Cataraqui Centre via Brock/Bath,1468,568355
801,1758,2182171:566468:569192,Express - Cataraqui Centre via Brock/Bath,1468,569192
15,1755,2181632:566469:568365,Cataraqui Centre,1858,568365
22,1744,2193624:566470:568552,Innovation / Highway 15,1727,568552
601,1745,2183899:566472:568351,Express - Queen's/KGH via CFB Kingston,1832,568351
7,1753,2181876:566473:568906,Cataraqui Centre,1418,568906
7,1758,2181876:566473:569199,Cataraqui Centre,1418,569199
2,1745,2183194:566474:568438,Division Street,1784,568438
602,1744,2193918:566475:568458,Express - Innovation / Highway 15 via CFB,1576,568458
602,1745,2183918:566476:568351,Express - Innovation / Highway 15 via CFB,1576,568351
801,1745,2183769:566477:568936,Express - Cataraqui Centre via Brock/Bath,1468,568936
701,1755,2182042:566478:569001,Express - Cataraqui Centre via Brock/Bath,1377,569001
12,1755,2182328:566480:568374,St. Lawrence College,1825,568374
701,1746,2204350:566481:568942,Express - Cataraqui Centre via Downtown,1610,568942
701,1744,2193242:566482:568985,Express - Cataraqui Centre via Brock/Bath,1377,568985
22,1745,2183552:566483:568538,A - First Canada,1438,568538
2,1745,2183163:566484:568280,Division Street,1784,568280
19A,1755,2181212:566485:568941,Cataraqui Centre,1063,568941
502,1745,2183108:566486:568961,Express - Downtown via Bayridge/Front,1516,568961
31,1755,2181074:566487:568524,Providence Care Hospital,1763,568524
602,1755,2182357:566488:568504,A - Express - Innovation / Highway 15,1574,568504
502,1753,2199440:566489:568465,Express - Downtown via Bayridge/Front,1516,568465
502,1758,2199440:566489:569213,Express - Downtown via Bayridge/Front,1516,569213
6,1744,2193409:566490:568411,Cataraqui Centre,1724,568411
31,1744,2192993:566491:568383,Providence Care Hospital,1763,568383
15,1753,2181634:566492:568906,Cataraqui Centre,1858,568906
15,1758,2181634:566492:569199,Cataraqui Centre,1858,569199
15,1746,2203905:566493:568346,Centre 70 Park & Ride,1841,568346
32,1755,2181068:566494:568948,St. Lawrence College,1773,568948
14,1759,2193752:566495:569195,Cataraqui North,1390,569195
701,1744,2193872:566496:568947,Express - Cataraqui Centre via Brock/Bath,1377,568947
13,1755,2181728:566497:568265,Cataraqui North,1441,568265
14,1755,2181759:566500:568424,Cataraqui North,1390,568424
501,1746,2203793:566501:568554,Express - Cataraqui Centre via Front/Bayridge,1506,568554
2,1755,2199587:566502:568518,Train Station,1820,568518
16,1760,2183513:566503:569200,First Canada,1849,569200
1,1755,2181378:566505:568520,St. Lawrence College,1769,568520
32,1744,2193021:566506:568513,St. Lawrence College,1773,568513
16,1746,2204185:566507:568368,First Canada,1849,568368
701,1753,2182022:566508:568960,Express - Cataraqui Centre via Brock/Bath,1377,568960
701,1758,2182022:566508:569214,Express - Cataraqui Centre via Brock/Bath,1377,569214
7,1745,2183576:566510:568311,Cataraqui Centre,1418,568311
90B,1754,2203455:566511:568244,Loyalist Link - Bath,1692,568244
12,1755,2182300:566512:568490,St. Lawrence College,1762,568490
19,1744,2193479:566513:568435,Cataraqui Centre,1300,568435
601,1745,2183895:566514:568348,Express - Queen's/KGH via CFB Kingston,1832,568348
15,1746,2203902:566515:568292,Cataraqui Centre,1842,568292
16,1745,2183496:566516:568397,St. Lawrence College,1853,568397
